id,title,original_title,release_date,release_year,release_month,release_season,movie_age,budget,revenue,roi,popularity,vote_average,vote_count,all_genres,main_genre,director_name,top_3_cast
10138,Iron Man 2,Iron Man 2,2010-04-28,2010,4,Spring,15,200000000.0,623933331,3.119666655,19.5298,6.848,21873,Adventure|Action|Science Fiction,Adventure,Jon Favreau,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle
10191,How to Train Your Dragon,How to Train Your Dragon,2010-03-18,2010,3,Spring,15,165000000.0,495141736,3.000859006060606,23.0537,7.854,13919,Fantasy|Adventure|Animation|Family,Fantasy,Chris Sanders,Jay Baruchel|Gerard Butler|Craig Ferguson
10192,Shrek Forever After,Shrek Forever After,2010-05-20,2010,5,Spring,15,165000000.0,752600867,4.561217375757575,10.7214,6.391,7737,Comedy|Adventure|Fantasy|Animation|Family,Comedy,Mike Mitchell,Mike Myers|Eddie Murphy|Cameron Diaz
10193,Toy Story 3,Toy Story 3,2010-06-16,2010,6,Summer,15,200000000.0,1067316101,5.336580505,13.6034,7.803,15315,Animation|Family|Comedy,Animation,Lee Unkrich,Tom Hanks|Tim Allen|Joan Cusack
10195,Thor,Thor,2011-04-21,2011,4,Spring,14,150000000.0,449326618,2.995510786666667,11.4891,6.769,21898,Adventure|Fantasy|Action,Adventure,Kenneth Branagh,Chris Hemsworth|Natalie Portman|Tom Hiddleston
10198,The Princess and the Frog,The Princess and the Frog,2009-12-08,2009,12,Winter,16,105000000.0,270997378,2.5809274095238095,13.0084,7.214,5940,Animation|Romance|Fantasy|Family,Animation,Ron Clements,Anika Noni Rose|Bruno Campos|Jim Cummings
10200,The Day the Earth Stood Still,The Day the Earth Stood Still,2008-12-10,2008,12,Winter,17,80000000.0,233093859,2.9136732375,8.6842,5.654,3612,Drama|Science Fiction|Thriller,Drama,Scott Derrickson,Keanu Reeves|Jennifer Connelly|Jaden Smith
10204,Around the World in 80 Days,Around the World in 80 Days,2004-06-16,2004,6,Summer,21,110000000.0,72178895,0.6561717727272727,10.5645,5.95,2615,Action|Adventure|Comedy,Action,Frank Coraci,Jackie Chan|Steve Coogan|Cécile de France
10386,The Iron Giant,The Iron Giant,1999-08-06,1999,8,Summer,26,50000000.0,23300000,0.466,10.7112,8.0,5953,Animation|Family|Science Fiction|Drama,Animation,Brad Bird,Jennifer Aniston|Harry Connick Jr.|Vin Diesel
10425,The Death and Life of Bobby Z,The Death and Life of Bobby Z,2007-07-23,2007,7,Summer,18,22000000.0,413454,0.018793363636363636,8.0279,6.136,392,Drama|Action|Thriller|Crime,Drama,John Herzfeld,Paul Walker|Laurence Fishburne|Olivia Wilde
10539,James and the Giant Peach,James and the Giant Peach,1996-04-12,1996,4,Spring,29,38000000.0,28946127,0.7617401842105264,10.5352,6.6,1389,Adventure|Animation|Family|Fantasy,Adventure,Henry Selick,Paul Terry|Miriam Margolyes|Joanna Lumley
10661,You Don't Mess with the Zohan,You Don't Mess with the Zohan,2008-06-05,2008,6,Summer,17,90000000.0,204313400,2.270148888888889,10.4436,5.721,3947,Comedy|Action,Comedy,Dennis Dugan,Adam Sandler|Emmanuelle Chriqui|John Turturro
10674,Mulan,Mulan,1998-06-18,1998,6,Summer,27,90000000.0,304320254,3.3813361555555557,10.2264,7.9,10178,Animation|Family|Adventure,Animation,Tony Bancroft,Ming-Na Wen|Eddie Murphy|BD Wong
10681,WALL·E,WALL·E,2008-06-22,2008,6,Summer,17,180000000.0,521311860,2.896177,14.7658,8.104,19702,Animation|Family|Science Fiction,Animation,Andrew Stanton,Ben Burtt|Elissa Knight|Jeff Garlin
10719,Elf,Elf,2003-11-07,2003,11,Fall,22,32000000.0,228500000,7.140625,12.9476,6.661,4336,Comedy|Family|Fantasy,Comedy,Jon Favreau,Will Ferrell|James Caan|Bob Newhart
10872,The Ref,The Ref,1994-03-09,1994,3,Spring,31,11000000.0,11400000,1.0363636363636364,7.6614,6.536,359,Comedy|Crime|Drama,Comedy,Ted Demme,Denis Leary|Judy Davis|Kevin Spacey
11036,The Notebook,The Notebook,2004-06-25,2004,6,Summer,21,29000000.0,115600000,3.986206896551724,12.1573,7.892,12192,Romance|Drama,Romance,Nick Cassavetes,Ryan Gosling|Rachel McAdams|Gena Rowlands
11231,The Next Karate Kid,The Next Karate Kid,1994-07-18,1994,7,Summer,31,12000000.0,15876353,1.3230294166666667,8.9096,5.391,1116,Action|Drama|Family|Adventure,Action,Christopher Cain,Pat Morita|Hilary Swank|Michael Ironside
11324,Shutter Island,Shutter Island,2010-02-14,2010,2,Winter,15,80000000.0,294804195,3.6850524375,14.2916,8.201,25124,Drama|Thriller|Mystery,Drama,Martin Scorsese,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley
11362,The Count of Monte Cristo,The Count of Monte Cristo,2002-01-23,2002,1,Winter,23,35000000.0,75395048,2.1541442285714285,12.3686,7.675,1932,Adventure|Drama|History|Action|Thriller,Adventure,Kevin Reynolds,Jim Caviezel|Guy Pearce|Richard Harris
11688,The Emperor's New Groove,The Emperor's New Groove,2000-12-15,2000,12,Winter,25,100000000.0,169327687,1.69327687,17.0122,7.556,7094,Adventure|Animation|Comedy|Family|Fantasy,Adventure,Mark Dindal,David Spade|John Goodman|Eartha Kitt
12153,White Chicks,White Chicks,2004-06-23,2004,6,Summer,21,37000000.0,113100000,3.056756756756757,15.042,6.937,4335,Comedy|Crime,Comedy,Keenen Ivory Wayans,Shawn Wayans|Marlon Wayans|Frankie Faison
12155,Alice in Wonderland,Alice in Wonderland,2010-03-03,2010,3,Spring,15,200000000.0,1025467110,5.12733555,11.7963,6.637,14486,Family|Fantasy|Adventure,Family,Tim Burton,Mia Wasikowska|Johnny Depp|Anne Hathaway
12444,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010-11-17,2010,11,Fall,15,250000000.0,954305868,3.817223472,24.755,7.738,19908,Adventure|Fantasy,Adventure,David Yates,Daniel Radcliffe|Emma Watson|Rupert Grint
12445,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,2011,7,Summer,14,125000000.0,1341511219,10.732089752,24.7733,8.084,21478,Adventure|Fantasy,Adventure,David Yates,Daniel Radcliffe|Emma Watson|Rupert Grint
13186,Wrong Turn 2: Dead End,Wrong Turn 2: Dead End,2007-08-25,2007,8,Summer,18,4000000.0,0,0.0,12.7398,6.14,1482,Horror|Thriller,Horror,Joe Lynch,Erica Leerhsen|Henry Rollins|Texas Battle
13335,Harold & Kumar Escape from Guantanamo Bay,Harold & Kumar Escape from Guantanamo Bay,2008-04-25,2008,4,Spring,17,12000000.0,43493123,3.6244269166666667,8.7211,6.304,1563,Comedy|Adventure,Comedy,Hayden Schlossberg,John Cho|Kal Penn|Neil Patrick Harris
13455,Push,Push,2009-02-04,2009,2,Winter,16,38000000.0,49678401,1.3073263421052632,12.8307,6.145,2359,Science Fiction|Action|Adventure|Thriller,Science Fiction,Paul McGuigan,Chris Evans|Dakota Fanning|Camilla Belle
13885,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-20,2007,12,Winter,18,50000000.0,152000000,3.04,11.171,7.178,6164,Drama|Horror,Drama,Tim Burton,Johnny Depp|Helena Bonham Carter|Alan Rickman
13888,Return to the Blue Lagoon,Return to the Blue Lagoon,1991-08-02,1991,8,Summer,34,11000000.0,2807854,0.25525945454545457,10.8245,6.192,1223,Adventure|Drama,Adventure,William A. Graham,Milla Jovovich|Brian Krause|Lisa Pelikan
14160,Up,Up,2009-05-28,2009,5,Spring,16,175000000.0,735103954,4.200594022857143,13.9205,7.96,21127,Animation|Comedy|Family|Adventure,Animation,Pete Docter,Ed Asner|Christopher Plummer|Jordan Nagai
14836,Coraline,Coraline,2009-02-05,2009,2,Winter,16,60000000.0,185860104,3.0976684,15.2117,7.9,8674,Animation|Family|Fantasy,Animation,Henry Selick,Dakota Fanning|Teri Hatcher|Jennifer Saunders
15255,Undisputed II: Last Man Standing,Undisputed II: Last Man Standing,2006-04-11,2006,4,Spring,19,8000000.0,1361,0.000170125,14.4644,7.346,871,Action|Crime|Thriller|Drama,Action,Isaac Florentine,Michael Jai White|Scott Adkins|Ben Cross
16052,Selena,Selena,1997-03-21,1997,3,Spring,28,20000000.0,60000000,3.0,8.9231,7.691,1287,Drama|Music|History,Drama,Gregory Nava,Jennifer Lopez|Jackie Guerra|Constance Marie
16320,Serenity,Serenity,2005-09-25,2005,9,Fall,20,39000000.0,38869464,0.9966529230769231,7.8106,7.368,3728,Science Fiction|Action|Adventure|Thriller,Science Fiction,Joss Whedon,Nathan Fillion|Summer Glau|Gina Torres
16869,Inglourious Basterds,Inglourious Basterds,2009-08-02,2009,8,Summer,16,70000000.0,321457747,4.592253528571429,14.1547,8.215,23475,Drama|Thriller|War,Drama,Quentin Tarantino,Brad Pitt|Mélanie Laurent|Christoph Waltz
17979,A Christmas Carol,A Christmas Carol,2009-11-04,2009,11,Fall,16,200000000.0,325286646,1.62643323,16.8491,6.9,4778,Animation|Family|Fantasy|Drama,Animation,Robert Zemeckis,Jim Carrey|Gary Oldman|Colin Firth
18009,Leprechaun 2,Leprechaun 2,1994-04-08,1994,4,Spring,31,2000000.0,2300000,1.15,15.7987,5.5,359,Comedy|Horror,Comedy,Rodman Flender,Warwick Davis|Charlie Heath|Shevonne Durkin
18240,The Proposal,The Proposal,2009-06-02,2009,6,Summer,16,40000000.0,317400000,7.935,12.7004,7.152,7238,Comedy|Romance|Drama,Comedy,Anne Fletcher,Sandra Bullock|Ryan Reynolds|Malin Åkerman
18785,The Hangover,The Hangover,2009-06-02,2009,6,Summer,16,35000000.0,469310836,13.408881028571429,13.5645,7.328,17648,Comedy,Comedy,Todd Phillips,Bradley Cooper|Ed Helms|Zach Galifianakis
19995,Avatar,Avatar,2009-12-15,2009,12,Winter,16,237000000.0,2923706026,12.336312345991562,44.4972,7.594,32901,Action|Adventure|Fantasy|Science Fiction,Action,James Cameron,Sam Worthington|Zoe Saldaña|Sigourney Weaver
20048,Confessions of a Shopaholic,Confessions of a Shopaholic,2009-02-05,2009,2,Winter,16,40000000.0,108394089,2.709852225,8.5504,6.481,2703,Comedy|Romance,Comedy,P.J. Hogan,Isla Fisher|Hugh Dancy|Krysten Ritter
20526,TRON: Legacy,TRON: Legacy,2010-12-14,2010,12,Winter,15,170000000.0,409912892,2.411252305882353,13.0817,6.5,7643,Adventure|Action|Science Fiction,Adventure,Joseph Kosinski,Garrett Hedlund|Olivia Wilde|Jeff Bridges
22824,The Fourth Kind,The Fourth Kind,2009-11-05,2009,11,Fall,16,10000000.0,47709193,4.7709193,13.5297,6.337,1825,Mystery|Science Fiction|Thriller,Mystery,Olatunde Osunsanmi,Milla Jovovich|Will Patton|Hakeem Kae-Kazim
22824,The Fourth Kind,The Fourth Kind,2009-11-05,2009,11,Fall,16,10000000.0,47709193,4.7709193,13.5297,6.337,1825,Mystery|Science Fiction|Thriller,Mystery,Olatunde Osunsanmi,Milla Jovovich|Will Patton|Hakeem Kae-Kazim
24418,Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,2009-10-23,2009,10,Fall,16,40000000.0,28169671,0.704241775,14.0256,5.846,1143,Adventure|Fantasy|Action|Thriller,Adventure,Paul Weitz,Chris Massoglia|John C. Reilly|Josh Hutcherson
24428,The Avengers,The Avengers,2012-04-25,2012,4,Spring,13,220000000.0,1518815515,6.903706886363636,44.9932,7.874,34410,Science Fiction|Action|Adventure,Science Fiction,Joss Whedon,Robert Downey Jr.|Chris Evans|Mark Ruffalo
24619,Blind Horizon,Blind Horizon,2003-12-14,2003,12,Winter,22,5000000.0,0,0.0,12.5591,5.644,108,Thriller,Thriller,Michael Haussman,Val Kilmer|Neve Campbell|Sam Shepard
25189,The Mirror Has Two Faces,The Mirror Has Two Faces,1996-11-15,1996,11,Fall,29,42000000.0,41083864,0.9781872380952381,6.9577,6.706,359,Comedy|Drama|Romance,Comedy,Barbra Streisand,Barbra Streisand|Jeff Bridges|Pierce Brosnan
25376,The Secret in Their Eyes,El secreto de sus ojos,2009-08-13,2009,8,Summer,16,2000000.0,33965843,16.9829215,11.6472,7.972,2733,Mystery|Thriller|Drama,Mystery,Juan José Campanella,Ricardo Darín|Soledad Villamil|Pablo Rago
27205,Inception,Inception,2010-07-15,2010,7,Summer,15,160000000.0,839030630,5.2439414375,27.5898,8.371,38335,Action|Science Fiction|Adventure,Action,Christopher Nolan,Leonardo DiCaprio|Joseph Gordon-Levitt|Ken Watanabe
28178,Hachi: A Dog's Tale,Hachi: A Dog's Tale,2009-06-08,2009,6,Summer,16,16000000.0,46800000,2.925,12.1584,8.011,6984,Drama|Family,Drama,Lasse Hallström,Richard Gere|Joan Allen|Sarah Roemer
32657,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,2010,2,Winter,15,95000000.0,226497209,2.384181147368421,16.1304,6.211,7681,Adventure|Fantasy|Family,Adventure,Chris Columbus,Logan Lerman|Brandon T. Jackson|Alexandra Daddario
34851,Predators,Predators,2010-07-07,2010,7,Summer,15,40000000.0,127200000,3.18,11.3494,6.296,4426,Science Fiction|Action|Thriller,Science Fiction,Nimród Antal,Adrien Brody|Topher Grace|Alice Braga
35019,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,2010-03-26,2010,3,Spring,15,35000000.0,93251121,2.664317742857143,12.3766,6.3,1900,Comedy|Fantasy|Family,Comedy,Susanna White,Emma Thompson|Asa Butterfield|Lil Woods
36643,The World Is Not Enough,The World Is Not Enough,1999-11-17,1999,11,Fall,26,135000000.0,361832400,2.68024,14.4494,6.282,3132,Adventure|Action|Thriller,Adventure,Michael Apted,Pierce Brosnan|Sophie Marceau|Robert Carlyle
37165,The Truman Show,The Truman Show,1998-06-04,1998,6,Summer,27,60000000.0,264118712,4.401978533333334,15.1489,8.149,19537,Comedy|Drama,Comedy,Peter Weir,Jim Carrey|Laura Linney|Noah Emmerich
37430,Conan the Barbarian,Conan the Barbarian,2011-08-17,2011,8,Summer,14,90000000.0,63523283,0.7058142555555555,15.0146,5.308,1948,Adventure|Fantasy|Action,Adventure,Marcus Nispel,Jason Momoa|Stephen Lang|Rachel Nichols
38757,Tangled,Tangled,2010-11-24,2010,11,Fall,15,260000000.0,592461732,2.2786989692307693,14.9581,7.609,12031,Animation|Family|Adventure,Animation,Byron Howard,Mandy Moore|Zachary Levi|Donna Murphy
41154,Men in Black 3,Men in Black 3,2012-05-23,2012,5,Spring,13,225000000.0,654213485,2.9076154888888888,10.9616,6.537,10714,Action|Comedy|Science Fiction,Action,Barry Sonnenfeld,Will Smith|Tommy Lee Jones|Josh Brolin
41216,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,2010,7,Summer,15,80000000.0,140073390,1.750917375,11.1769,6.822,2404,Animation|Adventure|Family|Fantasy,Animation,Zack Snyder,Jim Sturgess|Ryan Kwanten|Hugo Weaving
42888,How Do You Know,How Do You Know,2010-12-17,2010,12,Winter,15,120000000.0,48668907,0.405574225,7.5966,5.327,1026,Comedy|Drama|Romance,Comedy,James L. Brooks,Reese Witherspoon|Paul Rudd|Owen Wilson
45243,The Hangover Part II,The Hangover Part II,2011-05-25,2011,5,Spring,14,80000000.0,586764305,7.3345538125,13.6055,6.498,10972,Comedy,Comedy,Todd Phillips,Bradley Cooper|Ed Helms|Zach Galifianakis
45658,Everything Must Go,Everything Must Go,2011-05-13,2011,5,Spring,14,5000000.0,2614773,0.5229546,7.1331,6.167,641,Comedy|Drama|Romance,Comedy,Dan Rush,Will Ferrell|C.J. Wallace|Rebecca Hall
49013,Cars 2,Cars 2,2011-06-11,2011,6,Summer,14,200000000.0,559852396,2.79926198,12.4008,6.2,8238,Animation|Family|Adventure|Comedy,Animation,John Lasseter,Larry the Cable Guy|Owen Wilson|Michael Caine
49026,The Dark Knight Rises,The Dark Knight Rises,2012-07-17,2012,7,Summer,13,250000000.0,1081041287,4.324165148,14.8356,7.789,23762,Action|Crime|Drama|Thriller,Action,Christopher Nolan,Christian Bale|Gary Oldman|Tom Hardy
49051,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012-12-12,2012,12,Winter,13,250000000.0,1021103568,4.084414272,15.8791,7.364,19143,Adventure|Fantasy|Action,Adventure,Peter Jackson,Martin Freeman|Ian McKellen|Richard Armitage
49444,Kung Fu Panda 2,Kung Fu Panda 2,2011-05-25,2011,5,Spring,14,150000000.0,665692281,4.43794854,12.2994,7.1,7619,Animation|Family|Comedy,Animation,Jennifer Yuh Nelson,Jack Black|Angelina Jolie|Dustin Hoffman
49521,Man of Steel,Man of Steel,2013-06-12,2013,6,Summer,12,225000000.0,668045518,2.969091191111111,12.5779,6.64,15802,Action|Adventure|Science Fiction,Action,Zack Snyder,Henry Cavill|Amy Adams|Russell Crowe
50544,Friends with Benefits,Friends with Benefits,2011-07-21,2011,7,Summer,14,35000000.0,149500000,4.271428571428571,11.023,6.651,8225,Romance|Comedy,Romance,Will Gluck,Justin Timberlake|Mila Kunis|Jenna Elfman
50546,Just Go with It,Just Go with It,2011-02-10,2011,2,Winter,14,80000000.0,214945591,2.6868198875,11.5853,6.705,5968,Comedy|Romance,Comedy,Dennis Dugan,Adam Sandler|Jennifer Aniston|Brooklyn Decker
50620,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,2012,11,Fall,13,120000000.0,829747654,6.9145637833333335,13.3659,6.5,9207,Adventure|Fantasy|Drama|Romance,Adventure,Bill Condon,Kristen Stewart|Robert Pattinson|Taylor Lautner
57158,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013-12-11,2013,12,Winter,12,250000000.0,958400000,3.8336,18.8813,7.573,13782,Fantasy|Adventure|Action,Fantasy,Peter Jackson,Ian McKellen|Martin Freeman|Richard Armitage
63311,The Skin I Live In,La piel que habito,2011-08-17,2011,8,Summer,14,13000000.0,33750478,2.5961906153846153,9.4153,7.492,4488,Drama|Horror|Mystery|Thriller,Drama,Pedro Almodóvar,Antonio Banderas|Elena Anaya|Marisa Paredes
63352,Drive-By Truckers: The Secret to a Happy Ending,Drive-By Truckers: The Secret to a Happy Ending,2011-02-15,2011,2,Winter,14,150000.0,0,0.0,6.4716,0.0,0,Documentary|Music,Documentary,Barr Weissman,Patterson Hood|Mike Cooley|Jason Isbell
64690,Drive,Drive,2011-09-15,2011,9,Fall,14,15000000.0,78100000,5.206666666666667,12.6531,7.583,13221,Drama|Thriller|Crime,Drama,Nicolas Winding Refn,Ryan Gosling|Carey Mulligan|Bryan Cranston
68718,Django Unchained,Django Unchained,2012-12-25,2012,12,Winter,13,100000000.0,425368238,4.25368238,12.9459,8.185,27315,Drama|Western,Drama,Quentin Tarantino,Jamie Foxx|Christoph Waltz|Leonardo DiCaprio
68721,Iron Man 3,Iron Man 3,2013-04-18,2013,4,Spring,12,200000000.0,1215577205,6.077886025,15.6224,6.93,22965,Action|Adventure|Science Fiction,Action,Shane Black,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle
71672,Wrong Turn 4: Bloody Beginnings,Wrong Turn 4: Bloody Beginnings,2011-10-17,2011,10,Fall,14,3000000.0,0,0.0,13.5833,5.726,1171,Horror|Thriller,Horror,Declan O'Brien,Jennifer Pudavick|Tenika Davis|Terra Vnesa
71859,We Need to Talk About Kevin,We Need to Talk About Kevin,2011-09-28,2011,9,Fall,14,7000000.0,10800000,1.542857142857143,7.803,7.544,2990,Drama|Thriller,Drama,Lynne Ramsay,Tilda Swinton|John C. Reilly|Ezra Miller
73723,The Lorax,The Lorax,2012-03-01,2012,3,Spring,13,70000000.0,349305397,4.9900771,12.0676,6.518,3766,Animation|Family,Animation,Chris Renaud,Danny DeVito|Ed Helms|Zac Efron
73723,The Lorax,The Lorax,2012-03-01,2012,3,Spring,13,70000000.0,349305397,4.9900771,12.0676,6.518,3766,Animation|Family,Animation,Chris Renaud,Danny DeVito|Ed Helms|Zac Efron
75656,Now You See Me,Now You See Me,2013-05-29,2013,5,Spring,12,75000000.0,351723989,4.689653186666667,13.8608,7.333,16269,Thriller|Crime,Thriller,Louis Leterrier,Jesse Eisenberg|Woody Harrelson|Isla Fisher
75674,Act of Valor,Act of Valor,2012-02-24,2012,2,Winter,13,12000000.0,82499399,6.874949916666667,10.9317,6.531,1197,Action|Thriller|War,Action,Mike McCoy,Roselyn Sánchez|Jason Cottle|Alex Veadov
76203,12 Years a Slave,12 Years a Slave,2013-10-18,2013,10,Fall,12,20000000.0,187000000,9.35,11.9543,7.935,11710,Drama|History,Drama,Steve McQueen,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o
76341,Mad Max: Fury Road,Mad Max: Fury Road,2015-05-13,2015,5,Spring,10,150000000.0,378858340,2.5257222666666665,12.1281,7.628,23561,Action|Adventure|Science Fiction,Action,George Miller,Tom Hardy|Charlize Theron|Nicholas Hoult
76494,What to Expect When You're Expecting,What to Expect When You're Expecting,2012-05-17,2012,5,Spring,13,40000000.0,79700000,1.9925,9.0577,5.998,1829,Romance|Comedy|Drama,Romance,Kirk Jones,Jennifer Lopez|Chace Crawford|Anna Kendrick
76600,Avatar: The Way of Water,Avatar: The Way of Water,2022-12-14,2022,12,Winter,3,350000000.0,2353096253,6.723132151428572,42.8597,7.61,13131,Action|Adventure|Science Fiction,Action,James Cameron,Sam Worthington|Zoe Saldaña|Sigourney Weaver
80321,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012-06-06,2012,6,Summer,13,145000000.0,746921274,5.1511812,13.8033,6.621,6388,Animation|Family|Comedy|Adventure,Animation,Eric Darnell,Ben Stiller|Chris Rock|David Schwimmer
81188,Rise of the Guardians,Rise of the Guardians,2012-11-21,2012,11,Fall,13,145000000.0,306941670,2.116839103448276,11.838,7.369,6976,Animation|Family|Fantasy|Action|Adventure,Animation,Peter Ramsey,Chris Pine|Alec Baldwin|Jude Law
82702,How to Train Your Dragon 2,How to Train Your Dragon 2,2014-06-05,2014,6,Summer,11,145000000.0,621537519,4.286465648275862,18.85,7.677,10134,Fantasy|Action|Adventure|Animation|Comedy|Family,Fantasy,Dean DeBlois,Jay Baruchel|Cate Blanchett|Gerard Butler
83533,Avatar: Fire and Ash,Avatar: Fire and Ash,2025-12-17,2025,12,Winter,0,400000000.0,0,0.0,102.7995,4.889,9,Science Fiction|Adventure|Fantasy,Science Fiction,James Cameron,Sam Worthington|Zoe Saldaña|Sigourney Weaver
83533,Avatar: Fire and Ash,Avatar: Fire and Ash,2025-12-17,2025,12,Winter,0,400000000.0,0,0.0,102.7995,4.889,9,Science Fiction|Adventure|Fantasy,Science Fiction,James Cameron,Sam Worthington|Zoe Saldaña|Sigourney Weaver
84892,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012-09-20,2012,9,Fall,13,13000000.0,33384127,2.5680097692307693,10.8224,7.802,10918,Drama,Drama,Stephen Chbosky,Logan Lerman|Emma Watson|Ezra Miller
91314,Transformers: Age of Extinction,Transformers: Age of Extinction,2014-06-25,2014,6,Summer,11,210000000.0,1104054072,5.257400342857143,15.5256,6.0,8529,Science Fiction|Action|Adventure,Science Fiction,Michael Bay,Mark Wahlberg|Peter Cullen|Stanley Tucci
93456,Despicable Me 2,Despicable Me 2,2013-06-26,2013,6,Summer,12,76000000.0,970766005,12.773236907894736,10.8923,6.936,11729,Animation|Comedy|Family,Animation,Chris Renaud,Steve Carell|Kristen Wiig|Benjamin Bratt
99861,Avengers: Age of Ultron,Avengers: Age of Ultron,2015-04-22,2015,4,Spring,10,235000000.0,1405403694,5.98044125106383,15.4444,7.271,23898,Action|Adventure|Science Fiction,Action,Joss Whedon,Robert Downey Jr.|Chris Hemsworth|Mark Ruffalo
102382,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014-04-16,2014,4,Spring,11,200000000.0,708962323,3.544811615,15.9325,6.526,13853,Action|Adventure|Science Fiction,Action,Marc Webb,Andrew Garfield|Emma Stone|Jamie Foxx
106646,The Wolf of Wall Street,The Wolf of Wall Street,2013-12-25,2013,12,Winter,12,100000000.0,407038432,4.07038432,22.7631,8.026,25236,Crime|Drama|Comedy,Crime,Martin Scorsese,Leonardo DiCaprio|Jonah Hill|Margot Robbie
109418,Grown Ups 2,Grown Ups 2,2013-07-11,2013,7,Summer,12,80000000.0,247022278,3.087778475,14.3462,6.145,4537,Comedy,Comedy,Dennis Dugan,Adam Sandler|Kevin James|Chris Rock
109445,Frozen,Frozen,2013-11-20,2013,11,Fall,12,150000000.0,1274219009,8.494793393333333,20.245,7.249,17196,Animation|Family|Adventure|Fantasy,Animation,Chris Buck,Idina Menzel|Kristen Bell|Jonathan Groff
109843,Ill Manors,Ill Manors,2012-06-06,2012,6,Summer,13,170000.0,0,0.0,12.8351,6.293,138,Crime|Drama,Crime,Plan B,Riz Ahmed|Ed Skrein|Natalie Press
113947,The Sessions,The Sessions,2012-05-02,2012,5,Spring,13,1000000.0,9138338,9.138338,10.7399,6.879,585,Drama|Romance|Comedy,Drama,Ben Lewin,John Hawkes|Helen Hunt|William H. Macy
119193,What the Day Owes the Night,Ce que le jour doit à la nuit,2012-09-12,2012,9,Fall,13,17.0,0,0.0,8.58,7.7,230,Drama|Romance,Drama,Alexandre Arcady,Nora Arnezeder|Fu'ad Aït Aattou|Anne Parillaud
119450,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014-07-08,2014,7,Summer,11,170000000.0,710644566,4.180262152941176,18.1633,7.334,11921,Science Fiction|Action|Drama|Thriller,Science Fiction,Matt Reeves,Andy Serkis|Jason Clarke|Toby Kebbell
122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014-12-10,2014,12,Winter,11,250000000.0,956019788,3.824079152,16.4936,7.329,14928,Action|Adventure|Fantasy,Action,Peter Jackson,Ian McKellen|Martin Freeman|Richard Armitage
123025,"Batman: The Dark Knight Returns, Part 1","Batman: The Dark Knight Returns, Part 1",2012-09-25,2012,9,Fall,13,3500000.0,0,0.0,9.193,7.73,1665,Science Fiction|Action|Animation|Mystery,Science Fiction,Jay Oliva,Peter Weller|Ariel Winter|David Selby
127585,X-Men: Days of Future Past,X-Men: Days of Future Past,2014-05-15,2014,5,Spring,11,250000000.0,746045700,2.9841828,11.4613,7.5,15898,Action|Adventure|Science Fiction,Action,Bryan Singer,Hugh Jackman|James McAvoy|Michael Fassbender
131631,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014-11-19,2014,11,Fall,11,125000000.0,755356711,6.042853688,13.4015,6.816,16414,Science Fiction|Adventure|Thriller,Science Fiction,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
131634,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015-11-18,2015,11,Fall,10,160000000.0,653428261,4.08392663125,13.5729,6.901,13053,Action|Adventure|Science Fiction,Action,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
138843,The Conjuring,The Conjuring,2013-07-18,2013,7,Summer,12,13000000.0,321293998,24.714922923076923,13.8458,7.5,12370,Horror|Thriller,Horror,James Wan,Vera Farmiga|Patrick Wilson|Lili Taylor
142061,"Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns, Part 2",2013-01-03,2013,1,Winter,12,3500000.0,0,0.0,8.2503,7.921,1558,Science Fiction|Action|Animation|Mystery,Science Fiction,Jay Oliva,Peter Weller|Ariel Winter|David Selby
