id,title,original_title,release_date,release_year,release_month,release_season,movie_age,budget,revenue,roi,popularity,vote_average,vote_count,all_genres,main_genre,director_name,top_3_cast
150202,The Haunting in Connecticut 2: Ghosts of Georgia,The Haunting in Connecticut 2: Ghosts of Georgia,2013-02-01,2013,2,Winter,12,8000000.0,5127434,0.64092925,8.2651,5.8,540,Horror|Drama|Thriller,Horror,Tom Elkins,Chad Michael Murray|Katee Sackhoff|Abigail Spencer
150540,Inside Out,Inside Out,2015-06-17,2015,6,Summer,10,175000000.0,857611174,4.90063528,14.5741,7.9,22971,Animation|Family|Adventure|Drama|Comedy,Animation,Pete Docter,Amy Poehler|Phyllis Smith|Richard Kind
150689,Cinderella,Cinderella,2015-03-06,2015,3,Spring,10,95000000.0,543514353,5.721203715789474,11.8542,6.826,7262,Romance|Fantasy|Family|Drama,Romance,Kenneth Branagh,Lily James|Cate Blanchett|Richard Madden
152601,Her,Her,2013-12-18,2013,12,Winter,12,23000000.0,47351251,2.058750043478261,12.0592,7.845,14894,Romance|Science Fiction|Drama,Romance,Spike Jonze,Joaquin Phoenix|Scarlett Johansson|Lynn Adrianna
152760,The Monuments Men,The Monuments Men,2014-01-24,2014,1,Winter,11,70000000.0,154984035,2.214057642857143,65.8382,6.064,3719,War|Drama|History|Action,War,George Clooney,George Clooney|Matt Damon|Bill Murray
156022,The Equalizer,The Equalizer,2014-09-24,2014,9,Fall,11,55000000.0,192330738,3.496922509090909,14.3675,7.283,9610,Thriller|Action|Crime,Thriller,Antoine Fuqua,Denzel Washington|Marton Csokas|Chloë Grace Moretz
157336,Interstellar,Interstellar,2014-11-05,2014,11,Fall,11,165000000.0,746606706,4.524889127272727,41.8175,8.464,38377,Adventure|Drama|Science Fiction,Adventure,Christopher Nolan,Matthew McConaughey|Anne Hathaway|Michael Caine
168259,Furious 7,Furious 7,2015-04-01,2015,4,Spring,10,190000000.0,1515400000,7.975789473684211,10.0351,7.222,11040,Action|Crime|Thriller,Action,James Wan,Vin Diesel|Paul Walker|Jason Statham
174645,Java Heat,Java Heat,2013-03-06,2013,3,Spring,12,15000000.0,1061,7.073333333333334e-05,8.1568,5.3,86,Action|Crime|Drama|Thriller,Action,Conor Allyn,Kellan Lutz|Mickey Rourke|Ario Bayu
177572,Big Hero 6,Big Hero 6,2014-10-24,2014,10,Fall,11,165000000.0,657870525,3.987094090909091,13.0135,7.727,16206,Adventure|Family|Animation|Action|Comedy,Adventure,Chris Williams,Scott Adsit|Ryan Potter|Daniel Henney
197796,Beauty and the Beast,La Belle et la Bête,2014-02-12,2014,2,Winter,11,33000000.0,47430624,1.4372916363636363,11.4925,6.212,2117,Fantasy|Romance,Fantasy,Christophe Gans,Léa Seydoux|Vincent Cassel|André Dussollier
198663,The Maze Runner,The Maze Runner,2014-09-10,2014,9,Fall,11,34000000.0,348319861,10.244701794117647,15.9729,7.192,17723,Action|Mystery|Science Fiction|Thriller,Action,Wes Ball,Dylan O'Brien|Kaya Scodelario|Aml Ameen
203801,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,2015-08-13,2015,8,Summer,10,75000000.0,110045109,1.46726812,10.9264,7.083,6645,Comedy|Action|Adventure,Comedy,Guy Ritchie,Henry Cavill|Armie Hammer|Alicia Vikander
209112,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016-03-23,2016,3,Spring,9,250000000.0,874362803,3.497451212,12.5063,5.988,18619,Action|Adventure|Fantasy,Action,Zack Snyder,Ben Affleck|Henry Cavill|Jesse Eisenberg
210577,Gone Girl,Gone Girl,2014-10-01,2014,10,Fall,11,61000000.0,370890259,6.080168180327869,13.037,7.9,19463,Mystery|Thriller|Drama,Mystery,David Fincher,Ben Affleck|Rosamund Pike|Neil Patrick Harris
216015,Fifty Shades of Grey,Fifty Shades of Grey,2015-02-11,2015,2,Winter,10,40000000.0,569651467,14.241286675,17.1727,5.878,12184,Drama|Romance|Thriller,Drama,Sam Taylor-Johnson,Dakota Johnson|Jamie Dornan|Jennifer Ehle
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,2014,10,Fall,11,28000000.0,100654149,3.5947910357142856,8.0965,6.208,1385,Family|Comedy,Family,Miguel Arteta,Steve Carell|Jennifer Garner|Ed Oxenbould
228150,Fury,Fury,2014-10-15,2014,10,Fall,11,68000000.0,211817906,3.114969205882353,14.9639,7.54,12595,War|Drama|Action,War,David Ayer,Brad Pitt|Shia LaBeouf|Logan Lerman
241239,A Most Violent Year,A Most Violent Year,2014-12-31,2014,12,Winter,11,20000000.0,12007070,0.6003535,10.0362,6.609,1490,Crime|Drama|Thriller,Crime,J.C. Chandor,Oscar Isaac|Jessica Chastain|David Oyelowo
244786,Whiplash,Whiplash,2014-10-10,2014,10,Fall,11,3300000.0,50307484,15.244692121212122,13.7921,8.375,16118,Drama|Music,Drama,Damien Chazelle,Miles Teller|J.K. Simmons|Paul Reiser
269149,Zootopia,Zootopia,2016-02-11,2016,2,Winter,9,150000000.0,1025521689,6.83681126,99.6364,7.8,17277,Animation|Adventure|Family|Comedy,Animation,Byron Howard,Ginnifer Goodwin|Jason Bateman|Idris Elba
271110,Captain America: Civil War,Captain America: Civil War,2016-04-27,2016,4,Spring,9,250000000.0,1155046416,4.620185664,11.3188,7.448,23558,Adventure|Action|Science Fiction,Adventure,Joe Russo,Chris Evans|Robert Downey Jr.|Scarlett Johansson
283995,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017-04-19,2017,4,Spring,8,200000000.0,863756051,4.318780255,13.0205,7.612,22438,Science Fiction|Adventure|Action,Science Fiction,James Gunn,Chris Pratt|Zoe Saldaña|Dave Bautista
286217,The Martian,The Martian,2015-09-30,2015,9,Fall,10,108000000.0,631058917,5.84313812037037,10.9209,7.691,20637,Drama|Adventure|Science Fiction,Drama,Ridley Scott,Matt Damon|Jessica Chastain|Kristen Wiig
290098,The Handmaiden,아가씨,2016-06-01,2016,6,Summer,9,8575000.0,38600000,4.501457725947522,13.9522,8.195,4107,Thriller|Drama|Romance,Thriller,Park Chan-wook,Kim Min-hee|Kim Tae-ri|Ha Jung-woo
291805,Now You See Me 2,Now You See Me 2,2016-06-02,2016,6,Summer,9,120000000.0,334897606,2.7908133833333335,14.2562,6.827,11221,Thriller|Crime,Thriller,Jon M. Chu,Jesse Eisenberg|Mark Ruffalo|Woody Harrelson
293660,Deadpool,Deadpool,2016-02-09,2016,2,Winter,9,58000000.0,782837347,13.497195637931034,14.2938,7.623,32128,Action|Adventure|Comedy,Action,Tim Miller,Ryan Reynolds|Morena Baccarin|Ed Skrein
295206,Separation Anxiety,Separation Anxiety,2010-01-01,2010,1,Winter,15,70000.0,0,0.0,25.1451,0.0,0,Drama,Drama,Cole Simon,Tyler Seiple|Kiana Harris|John Wesley Shipp
296096,Me Before You,Me Before You,2016-06-01,2016,6,Summer,9,20000000.0,207945075,10.39725375,13.9719,7.925,12909,Drama|Romance,Drama,Thea Sharrock,Emilia Clarke|Sam Claflin|Janet McTeer
297762,Wonder Woman,Wonder Woman,2017-05-30,2017,5,Spring,8,149000000.0,823970682,5.530004577181208,14.3288,7.214,20560,Action|Adventure|Fantasy,Action,Patty Jenkins,Gal Gadot|Chris Pine|Connie Nielsen
298618,The Flash,The Flash,2023-06-13,2023,6,Summer,2,220000000.0,271333313,1.233333240909091,12.5476,6.623,4784,Action|Science Fiction|Adventure,Action,Andy Muschietti,Ezra Miller|Sasha Calle|Michael Keaton
299534,Avengers: Endgame,Avengers: Endgame,2019-04-24,2019,4,Spring,6,356000000.0,2799439100,7.86359297752809,14.3239,8.237,26990,Adventure|Science Fiction|Action,Adventure,Joe Russo,Robert Downey Jr.|Chris Evans|Mark Ruffalo
299536,Avengers: Infinity War,Avengers: Infinity War,2018-04-25,2018,4,Spring,7,300000000.0,2052415039,6.841383463333333,20.6727,8.235,31200,Adventure|Action|Science Fiction,Adventure,Joe Russo,Robert Downey Jr.|Chris Evans|Chris Hemsworth
307081,Southpaw,Southpaw,2015-03-24,2015,3,Spring,10,30000000.0,91709827,3.0569942333333335,11.6599,7.363,5669,Action|Drama,Action,Antoine Fuqua,Jake Gyllenhaal|Rachel McAdams|Forest Whitaker
315162,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022-12-07,2022,12,Winter,3,90000000.0,484700000,5.385555555555555,13.5298,8.208,8519,Animation|Adventure|Fantasy|Comedy|Family,Animation,Joel Crawford,Antonio Banderas|Salma Hayek Pinault|Harvey Guillén
315635,Spider-Man: Homecoming,Spider-Man: Homecoming,2017-07-05,2017,7,Summer,8,175000000.0,880166924,5.02952528,15.6745,7.3,22654,Action|Adventure|Science Fiction,Action,Jon Watts,Tom Holland|Michael Keaton|Robert Downey Jr.
317442,The Last: Naruto the Movie,THE LAST -NARUTO THE MOVIE-,2014-12-06,2014,12,Winter,11,750000.0,19840000,26.453333333333333,14.2677,7.457,2348,Action|Romance|Animation,Action,Tsuneo Kobayashi,Junko Takeuchi|Nana Mizuki|Jun Fukuyama
321612,Beauty and the Beast,Beauty and the Beast,2017-03-16,2017,3,Spring,8,160000000.0,1266115964,7.913224775,11.5459,6.969,15839,Family|Fantasy|Romance,Family,Bill Condon,Emma Watson|Dan Stevens|Luke Evans
324544,In the Lost Lands,In the Lost Lands,2025-02-27,2025,2,Winter,0,55000000.0,4755330,0.08646054545454546,13.9994,6.406,654,Action|Fantasy|Western,Action,Paul W. S. Anderson,Milla Jovovich|Dave Bautista|Arly Jover
324552,John Wick: Chapter 2,John Wick: Chapter 2,2017-02-08,2017,2,Winter,8,40000000.0,171539887,4.288497175,12.1309,7.34,13821,Action|Thriller|Crime,Action,Chad Stahelski,Keanu Reeves|Common|Laurence Fishburne
324786,Hacksaw Ridge,Hacksaw Ridge,2016-10-07,2016,10,Fall,9,40000000.0,175302354,4.38255885,13.176,8.192,14457,Drama|History|War,Drama,Mel Gibson,Andrew Garfield|Sam Worthington|Vince Vaughn
324857,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,2018-12-06,2018,12,Winter,7,90000000.0,393602435,4.373360388888889,12.4613,8.394,16652,Animation|Action|Adventure|Science Fiction,Animation,Bob Persichetti,Shameik Moore|Jake Johnson|Hailee Steinfeld
330457,Frozen II,Frozen II,2019-11-20,2019,11,Fall,6,150000000.0,1453683476,9.691223173333332,10.321,7.24,10081,Family|Animation|Adventure|Comedy|Fantasy,Family,Jennifer Lee,Idina Menzel|Kristen Bell|Josh Gad
333339,Ready Player One,Ready Player One,2018-03-28,2018,3,Spring,7,175000000.0,607274134,3.4701379085714286,11.9474,7.585,16409,Adventure|Action|Science Fiction,Adventure,Steven Spielberg,Tye Sheridan|Olivia Cooke|Ben Mendelsohn
335977,Indiana Jones and the Dial of Destiny,Indiana Jones and the Dial of Destiny,2023-06-25,2023,6,Summer,2,294700000.0,383963057,1.3028946623685103,12.3618,6.527,3887,Adventure|Action,Adventure,James Mangold,Harrison Ford|Phoebe Waller-Bridge|Mads Mikkelsen
335983,Venom,Venom,2018-09-28,2018,9,Fall,7,116000000.0,856085151,7.380044405172414,10.6962,6.828,16869,Science Fiction|Action,Science Fiction,Ruben Fleischer,Tom Hardy|Michelle Williams|Riz Ahmed
335984,Blade Runner 2049,Blade Runner 2049,2017-10-04,2017,10,Fall,8,150000000.0,259239658,1.7282643866666667,13.6748,7.587,14581,Science Fiction|Drama,Science Fiction,Denis Villeneuve,Ryan Gosling|Harrison Ford|Ana de Armas
339964,Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017-07-19,2017,7,Summer,8,177200000.0,225973340,1.2752445823927765,14.4999,6.63,7780,Adventure|Science Fiction|Action,Adventure,Luc Besson,Dane DeHaan|Cara Delevingne|Clive Owen
345887,The Equalizer 2,The Equalizer 2,2018-07-19,2018,7,Summer,7,62000000.0,190400157,3.0709702741935483,8.5994,6.78,5736,Action|Thriller|Crime,Action,Antoine Fuqua,Denzel Washington|Pedro Pascal|Ashton Sanders
346364,It,It,2017-09-06,2017,9,Fall,8,35000000.0,704242888,20.121225371428572,40.5634,7.237,19868,Horror|Thriller,Horror,Andy Muschietti,Bill Skarsgård|Jaeden Martell|Sophia Lillis
346698,Barbie,Barbie,2023-07-19,2023,7,Summer,2,145000000.0,1447138421,9.980264972413794,19.214,6.942,10522,Comedy|Adventure,Comedy,Greta Gerwig,Margot Robbie|Ryan Gosling|America Ferrera
346910,The Predator,The Predator,2018-09-05,2018,9,Fall,7,88000000.0,160542134,1.8243424318181818,12.1385,5.633,4965,Science Fiction|Action|Thriller,Science Fiction,Shane Black,Boyd Holbrook|Trevante Rhodes|Sterling K. Brown
354912,Coco,Coco,2017-10-27,2017,10,Fall,8,175000000.0,814641172,4.655092411428571,16.8919,8.201,20474,Family|Animation|Music|Adventure,Family,Lee Unkrich,Anthony Gonzalez|Gael García Bernal|Benjamin Bratt
360920,The Grinch,The Grinch,2018-11-08,2018,11,Fall,7,75000000.0,508600000,6.781333333333333,28.5937,6.873,4294,Family|Comedy|Animation,Family,Yarrow Cheney,Benedict Cumberbatch|Rashida Jones|Kenan Thompson
361743,Top Gun: Maverick,Top Gun: Maverick,2022-05-21,2022,5,Spring,3,170000000.0,1488732821,8.757251888235293,17.9758,8.162,10397,Action|Drama,Action,Joseph Kosinski,Tom Cruise|Val Kilmer|Miles Teller
385687,Fast X,Fast X,2023-05-17,2023,5,Spring,2,340000000.0,704709660,2.0726754705882353,20.4475,7.013,6121,Action|Crime|Thriller,Action,Louis Leterrier,Vin Diesel|Michelle Rodriguez|Tyrese Gibson
392572,Rustom,रुस्तम,2016-08-12,2016,8,Summer,9,6114349.0,26309214,4.302864295119562,10.3536,6.7,129,Thriller|Drama|Crime,Thriller,Tinu Suresh Desai,Akshay Kumar|Ileana D'Cruz|Esha Gupta
396535,Train to Busan,부산행,2016-07-20,2016,7,Summer,9,8500000.0,87547518,10.299708,13.039,7.747,8065,Horror|Thriller|Action|Adventure,Horror,Yeon Sang-ho,Gong Yoo|Kim Su-an|Jung Yu-mi
398175,Brawl in Cell Block 99,Brawl in Cell Block 99,2017-09-23,2017,9,Fall,8,10000000.0,64453,0.0064453,9.6617,6.969,1511,Action|Crime|Thriller,Action,S. Craig Zahler,Vince Vaughn|Jennifer Carpenter|Don Johnson
399366,Marrowbone,El secreto de Marrowbone,2017-10-27,2017,10,Fall,8,8000000.0,12294931,1.536866375,12.9807,7.278,1740,Thriller|Horror|Mystery,Thriller,Sergio G. Sánchez,George MacKay|Anya Taylor-Joy|Charlie Heaton
402431,Wicked,Wicked,2024-11-20,2024,11,Fall,1,150000000.0,758737211,5.058248073333333,35.4333,6.929,2683,Drama|Romance|Fantasy,Drama,Jon M. Chu,Cynthia Erivo|Ariana Grande|Michelle Yeoh
402900,Ocean's Eight,Ocean's Eight,2018-06-07,2018,6,Summer,7,70000000.0,297718711,4.253124442857143,12.1053,6.968,8598,Crime|Comedy|Action,Crime,Gary Ross,Sandra Bullock|Cate Blanchett|Anne Hathaway
406990,What Happened to Monday,What Happened to Monday,2017-08-18,2017,8,Summer,8,20000000.0,27975429,1.39877145,12.5586,7.155,6303,Science Fiction|Thriller|Mystery|Action,Science Fiction,Tommy Wirkola,Noomi Rapace|Glenn Close|Willem Dafoe
412117,The Secret Life of Pets 2,The Secret Life of Pets 2,2019-05-24,2019,5,Spring,6,80000000.0,429434163,5.3679270375,11.9758,6.95,3238,Family|Comedy|Adventure|Animation,Family,Chris Renaud,Patton Oswalt|Kevin Hart|Eric Stonestreet
414419,Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,2011-03-27,2011,3,Spring,14,55000000.0,3777118,0.06867487272727273,27.7326,8.021,1114,Action|Crime,Action,Quentin Tarantino,Uma Thurman|Lucy Liu|Vivica A. Fox
414906,The Batman,The Batman,2022-03-01,2022,3,Spring,3,185000000.0,772319315,4.174699,15.6363,7.7,11418,Crime|Mystery|Thriller,Crime,Matt Reeves,Robert Pattinson|Zoë Kravitz|Jeffrey Wright
417870,Girls Trip,Girls Trip,2017-07-21,2017,7,Summer,8,19000000.0,140376621,7.388243210526316,11.1963,6.8,1542,Comedy|Romance|Adventure,Comedy,Malcolm D. Lee,Regina Hall|Queen Latifah|Jada Pinkett Smith
419430,Get Out,Get Out,2017-02-24,2017,2,Winter,8,4500000.0,255407969,56.757326444444445,10.3799,7.621,18350,Mystery|Thriller|Horror,Mystery,Jordan Peele,Daniel Kaluuya|Allison Williams|Catherine Keener
419680,Daddy's Home 2,Daddy's Home 2,2017-11-09,2017,11,Fall,8,69000000.0,180613180,2.61758231884058,13.0934,6.3,2656,Comedy,Comedy,Sean Anders,Will Ferrell|Mark Wahlberg|Mel Gibson
425274,Now You See Me: Now You Don't,Now You See Me: Now You Don't,2025-11-12,2025,11,Fall,0,90000000.0,209324383,2.325826477777778,72.4081,6.299,366,Thriller|Crime|Mystery,Thriller,Ruben Fleischer,Jesse Eisenberg|Dominic Sessa|Ariana Greenblatt
426063,Nosferatu,Nosferatu,2024-12-25,2024,12,Winter,1,50000000.0,181764515,3.6352903,10.4897,6.697,3282,Horror|Fantasy,Horror,Robert Eggers,Lily-Rose Depp|Nicholas Hoult|Bill Skarsgård
426543,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018-10-26,2018,10,Fall,7,120000000.0,173961069,1.449675575,9.6677,6.088,2200,Fantasy|Adventure|Family,Fantasy,Lasse Hallström,Mackenzie Foy|Jayden Fowora-Knight|Tom Sweet
429617,Spider-Man: Far From Home,Spider-Man: Far From Home,2019-06-28,2019,6,Summer,6,160000000.0,1131927996,7.074549975,12.6061,7.4,16494,Action|Adventure|Science Fiction,Action,Jon Watts,Tom Holland|Jake Gyllenhaal|Samuel L. Jackson
435615,Possessor,Possessor,2020-10-02,2020,10,Fall,5,2500000.0,911000,0.3644,14.634,6.4,985,Horror|Thriller|Science Fiction,Horror,Brandon Cronenberg,Andrea Riseborough|Christopher Abbott|Jennifer Jason Leigh
436969,The Suicide Squad,The Suicide Squad,2021-07-28,2021,7,Summer,4,185000000.0,168717425,0.911986081081081,14.4587,7.478,9255,Action|Comedy|Adventure,Action,James Gunn,Margot Robbie|Idris Elba|John Cena
438631,Dune,Dune,2021-09-15,2021,9,Fall,4,165000000.0,407573628,2.4701432,17.7681,7.777,14185,Science Fiction|Adventure,Science Fiction,Denis Villeneuve,Timothée Chalamet|Rebecca Ferguson|Oscar Isaac
447273,Snow White,Snow White,2025-03-19,2025,3,Spring,0,270000000.0,205679463,0.7617757888888889,14.4042,4.3,1458,Family|Fantasy,Family,Marc Webb,Rachel Zegler|Gal Gadot|Andrew Burnap
447277,The Little Mermaid,The Little Mermaid,2023-05-18,2023,5,Spring,2,297000000.0,569626289,1.917933632996633,11.6493,6.3,3195,Adventure|Family|Fantasy|Romance,Adventure,Rob Marshall,Halle Bailey|Jonah Hauer-King|Melissa McCarthy
447365,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,2023-05-03,2023,5,Spring,2,250000000.0,845550000,3.3822,12.0885,7.932,7821,Science Fiction|Adventure|Action,Science Fiction,James Gunn,Chris Pratt|Zoe Saldaña|Dave Bautista
451048,Jungle Cruise,Jungle Cruise,2021-07-28,2021,7,Summer,4,200000000.0,220889446,1.10444723,11.7686,7.318,5986,Fantasy|Adventure|Family|Action|Comedy,Fantasy,Jaume Collet-Serra,Dwayne Johnson|Emily Blunt|Edgar Ramírez
453395,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,2022-05-04,2022,5,Spring,3,290000000.0,955775804,3.2957786344827587,11.9875,7.237,9912,Fantasy|Action|Adventure,Fantasy,Sam Raimi,Benedict Cumberbatch|Xochitl Gomez|Elizabeth Olsen
459151,The Boss Baby: Family Business,The Boss Baby: Family Business,2021-07-01,2021,7,Summer,4,82000000.0,146745280,1.7895765853658536,11.268,7.342,2642,Animation|Comedy|Adventure|Family,Animation,Tom McGrath,Alec Baldwin|James Marsden|Amy Sedaris
463272,Johnny English Strikes Again,Johnny English Strikes Again,2018-09-13,2018,9,Fall,7,25000000.0,158972570,6.3589028,13.9714,6.265,2647,Action|Adventure|Comedy,Action,David Kerr,Rowan Atkinson|Olga Kurylenko|Ben Miller
464052,Wonder Woman 1984,Wonder Woman 1984,2020-12-16,2020,12,Winter,5,200000000.0,169601036,0.84800518,19.1451,6.386,8850,Action|Adventure|Fantasy,Action,Patty Jenkins,Gal Gadot|Chris Pine|Kristen Wiig
474350,It Chapter Two,It Chapter Two,2019-09-04,2019,9,Fall,6,79000000.0,473123154,5.988900683544304,38.1964,6.837,9288,Horror|Thriller,Horror,Andy Muschietti,Bill Skarsgård|James McAvoy|Jessica Chastain
475210,How It Ends,How It Ends,2018-07-13,2018,7,Summer,7,20000000.0,0,0.0,15.1008,5.275,1990,Science Fiction|Thriller|Mystery|Action|Adventure,Science Fiction,David M. Rosenthal,Theo James|Forest Whitaker|Kat Graham
475557,Joker,Joker,2019-10-01,2019,10,Fall,6,55000000.0,1078958629,19.617429618181816,14.5344,8.13,27045,Crime|Thriller|Drama,Crime,Todd Phillips,Joaquin Phoenix|Robert De Niro|Zazie Beetz
496243,Parasite,기생충,2019-05-30,2019,5,Spring,6,11363000.0,257591776,22.669345771363197,17.9072,8.497,19789,Comedy|Thriller|Drama,Comedy,Bong Joon Ho,Song Kang-ho|Lee Sun-kyun|Cho Yeo-jeong
499701,Dora and the Lost City of Gold,Dora and the Lost City of Gold,2019-08-08,2019,8,Summer,6,49000000.0,120600000,2.4612244897959186,7.9709,6.637,1784,Family|Comedy|Adventure,Family,James Bobin,Isabela Merced|Jeffrey Wahlberg|Madeleine Madden
502356,The Super Mario Bros. Movie,The Super Mario Bros. Movie,2023-04-05,2023,4,Spring,2,100000000.0,1362000000,13.62,28.34,7.602,10115,Family|Comedy|Adventure|Animation|Fantasy,Family,Michael Jelenic,Chris Pratt|Anya Taylor-Joy|Charlie Day
507086,Jurassic World Dominion,Jurassic World Dominion,2022-06-01,2022,6,Summer,3,583900000.0,1004004592,1.7194803767768454,12.4385,6.63,6755,Adventure|Action|Science Fiction,Adventure,Colin Trevorrow,Chris Pratt|Bryce Dallas Howard|Laura Dern
507089,Five Nights at Freddy's,Five Nights at Freddy's,2023-10-25,2023,10,Fall,2,20000000.0,297242145,14.86210725,73.6165,7.374,4708,Horror|Thriller,Horror,Emma Tammi,Josh Hutcherson|Piper Rubio|Elizabeth Lail
507244,Afterburn,Afterburn,2025-08-20,2025,8,Summer,0,60000000.0,184758,0.0030793,18.6234,6.788,139,Science Fiction|Action|Comedy,Science Fiction,J.J. Perry,Dave Bautista|Olga Kurylenko|Kristofer Hivju
519182,Despicable Me 4,Despicable Me 4,2024-06-20,2024,6,Summer,1,100000000.0,969597394,9.69597394,23.3561,7.007,2991,Family|Comedy|Animation|Science Fiction,Family,Chris Renaud,Steve Carell|Kristen Wiig|Will Ferrell
529203,The Croods: A New Age,The Croods: A New Age,2020-11-25,2020,11,Fall,5,65000000.0,215905815,3.3216279230769232,10.5273,7.456,4023,Animation|Family|Adventure|Fantasy|Comedy,Animation,Joel Crawford,Nicolas Cage|Emma Stone|Ryan Reynolds
533533,TRON: Ares,TRON: Ares,2025-10-08,2025,10,Fall,0,220000000.0,142073994,0.6457908818181818,257.7556,6.561,708,Science Fiction|Adventure|Action,Science Fiction,Joachim Rønning,Jared Leto|Greta Lee|Evan Peters
533535,Deadpool & Wolverine,Deadpool & Wolverine,2024-07-24,2024,7,Summer,1,200000000.0,1338073645,6.690368225,24.227,7.568,8005,Action|Comedy|Science Fiction,Action,Shawn Levy,Ryan Reynolds|Hugh Jackman|Emma Corrin
537915,After,After,2019-04-11,2019,4,Spring,6,14000000.0,69497587,4.964113357142857,15.9506,7.112,8444,Romance|Drama,Romance,Jenny Gage,Josephine Langford|Hero Fiennes Tiffin|Shane Paul McGhie
539651,Don't Let Go,Don't Let Go,2019-08-30,2019,8,Summer,6,5000000.0,5300000,1.06,8.354,6.898,427,Horror|Mystery|Science Fiction|Thriller,Horror,Jacob Aaron Estes,David Oyelowo|Storm Reid|Mykelti Williamson
539972,Kraven the Hunter,Kraven the Hunter,2024-12-11,2024,12,Winter,1,130000000.0,62076533,0.4775117923076923,18.5551,6.473,2120,Action|Adventure|Thriller,Action,J.C. Chandor,Aaron Taylor-Johnson|Ariana DeBose|Fred Hechinger
541671,Ballerina,Ballerina,2025-06-04,2025,6,Summer,0,90000000.0,137258395,1.5250932777777777,32.7779,7.316,2045,Action|Thriller|Crime,Action,Len Wiseman,Ana de Armas|Keanu Reeves|Ian McShane
545611,Everything Everywhere All at Once,Everything Everywhere All at Once,2022-03-24,2022,3,Spring,3,25000000.0,139200000,5.568,13.5883,7.729,7479,Action|Adventure|Science Fiction,Action,Daniel Scheinert,Michelle Yeoh|Stephanie Hsu|Ke Huy Quan
546554,Knives Out,Knives Out,2019-11-27,2019,11,Fall,6,40000000.0,312897920,7.822448,33.0197,7.845,13311,Comedy|Crime|Mystery,Comedy,Rian Johnson,Daniel Craig|Chris Evans|Ana de Armas
550988,Free Guy,Free Guy,2021-08-11,2021,8,Summer,4,110000000.0,331526598,3.0138781636363636,10.8468,7.464,9427,Comedy|Adventure|Science Fiction,Comedy,Shawn Levy,Ryan Reynolds|Jodie Comer|Lil Rel Howery
552524,Lilo & Stitch,Lilo & Stitch,2025-05-17,2025,5,Spring,0,100000000.0,1037247842,10.37247842,38.4808,7.248,1878,Family|Science Fiction|Comedy|Adventure,Family,Dean Fleischer Camp,Maia Kealoha|Sydney Agudong|Chris Sanders
558449,Gladiator II,Gladiator II,2024-11-13,2024,11,Fall,1,310000000.0,462180717,1.4909055387096775,15.3587,6.65,4039,Action|Adventure|Drama,Action,Ridley Scott,Paul Mescal|Denzel Washington|Pedro Pascal
566525,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,2021-09-01,2021,9,Fall,4,150000000.0,432243292,2.881621946666667,17.7724,7.504,10059,Action|Adventure|Fantasy,Action,Destin Daniel Cretton,Simu Liu|Tony Leung Chiu-wai|Awkwafina
568124,Encanto,Encanto,2021-10-13,2021,10,Fall,4,150000000.0,261292688,1.7419512533333332,10.4879,7.577,9950,Animation|Comedy|Family|Fantasy,Animation,Byron Howard,Stephanie Beatriz|María Cecilia Botero|John Leguizamo
569094,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,2023-05-31,2023,5,Spring,2,100000000.0,690897910,6.9089791,18.8977,8.338,8078,Animation|Action|Adventure|Science Fiction,Animation,Kemp Powers,Shameik Moore|Hailee Steinfeld|Brian Tyree Henry
573435,Bad Boys: Ride or Die,Bad Boys: Ride or Die,2024-06-05,2024,6,Summer,1,100000000.0,404547819,4.04547819,14.2465,7.3,3136,Action|Comedy|Crime|Thriller|Adventure,Action,Adil El Arbi,Will Smith|Martin Lawrence|Vanessa Hudgens
574475,Final Destination Bloodlines,Final Destination Bloodlines,2025-05-14,2025,5,Spring,0,50000000.0,315630814,6.31261628,26.9504,7.105,2438,Horror|Mystery,Horror,Adam B. Stein,Kaitlyn Santa Juana|Teo Briones|Rya Kihlstedt
575264,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,2023-07-08,2023,7,Summer,2,291000000.0,571125435,1.9626303608247422,13.9083,7.515,4758,Action|Thriller,Action,Christopher McQuarrie,Tom Cruise|Hayley Atwell|Ving Rhames
575265,Mission: Impossible - The Final Reckoning,Mission: Impossible - The Final Reckoning,2025-05-17,2025,5,Spring,0,400000000.0,598056261,1.4951406525,59.0427,7.257,2175,Action|Thriller,Action,Christopher McQuarrie,Tom Cruise|Hayley Atwell|Ving Rhames
